subject_id,session_id,condition_label,task_label,network_label,source_block,target_block,n_timepoints,block_trace_mean,block_frobenius_mean,block_anisotropy_mean,c_sym_mean,c_rot_mean
sub-S200120,ses-01,,gambling,temporal,e,d,896,,0.8449200987815857,,0.8010793614974224,0.8045899302467404
sub-S200120,ses-01,,gambling,temporal,e,e,896,-0.003536973148584366,0.8270878791809082,124.40333620733863,,
sub-S200120,ses-01,,rest,frontal,m,m,124,-0.09265267103910446,0.9497159123420715,72.52891458448816,,
sub-S200120,ses-01,,rest,frontal,m,d,124,,0.9818105697631836,,0.5961407376605956,0.6184225934939306
sub-S200120,ses-01,,rest,frontal,m,e,124,,0.903127133846283,,0.5630086495495233,0.5912621402349628
sub-S200120,ses-01,,rest,frontal,d,m,124,,0.6674233078956604,,0.5961407376605956,0.6184225934939306
sub-S200120,ses-01,,rest,frontal,d,d,124,-0.004806737881153822,0.7049171924591064,24.702429144108883,,
sub-S200120,ses-01,,rest,frontal,d,e,124,,0.7225857377052307,,0.524514837587466,0.536817594385538
sub-S200120,ses-01,,rest,frontal,e,m,124,,0.6659092307090759,,0.5630086495495233,0.5912621402349628
sub-S200120,ses-01,,rest,frontal,e,d,124,,0.7219997644424438,,0.524514837587466,0.536817594385538
sub-S200120,ses-01,,rest,frontal,e,e,124,-0.05241158977150917,0.7001968026161194,135.5336845038367,,
sub-S200120,ses-01,,rest,central,m,m,124,0.05811078101396561,1.0558388233184814,58.24183515056235,,
sub-S200120,ses-01,,rest,central,m,d,124,,1.0679529905319214,,0.6700829665680401,0.692391818664113
sub-S200120,ses-01,,rest,central,m,e,124,,1.190779685974121,,0.7092165394884641,0.7415062487125397
sub-S200120,ses-01,,rest,central,d,m,124,,0.7846764922142029,,0.6700829665680401,0.692391818664113
sub-S200120,ses-01,,rest,central,d,d,124,-0.00221494329161942,0.8715316653251648,21.860823232619488,,
sub-S200120,ses-01,,rest,central,d,e,124,,0.8860469460487366,,0.5843449353438909,0.6205713967563676
sub-S200120,ses-01,,rest,central,e,m,124,,0.7434936761856079,,0.7092165394884641,0.7415062487125397
sub-S200120,ses-01,,rest,central,e,d,124,,0.7581968903541565,,0.5843449353438909,0.6205713967563676
sub-S200120,ses-01,,rest,central,e,e,124,0.043919116258621216,0.781214714050293,43.91128844902163,,
sub-S200120,ses-01,,rest,parietal_occipital,m,m,124,0.11907380819320679,1.0114256143569946,60.92812863138855,,
sub-S200120,ses-01,,rest,parietal_occipital,m,d,124,,1.1572937965393066,,0.6883866410763537,0.7475280063074143
sub-S200120,ses-01,,rest,parietal_occipital,m,e,124,,1.1134393215179443,,0.6737095210395876,0.7087820735378344
sub-S200120,ses-01,,rest,parietal_occipital,d,m,124,,0.7666898369789124,,0.6883866410763537,0.7475280063074143
sub-S200120,ses-01,,rest,parietal_occipital,d,d,124,0.0907728374004364,0.7647704482078552,19.364653734887234,,
sub-S200120,ses-01,,rest,parietal_occipital,d,e,124,,0.6668321490287781,,0.5220789040942662,0.569821337207419
sub-S200120,ses-01,,rest,parietal_occipital,e,m,124,,0.7277252674102783,,0.6737095210395876,0.7087820735378344
sub-S200120,ses-01,,rest,parietal_occipital,e,d,124,,0.8250771164894104,,0.5220789040942662,0.569821337207419
sub-S200120,ses-01,,rest,parietal_occipital,e,e,124,-0.060949262231588364,0.7066872119903564,31.226191379984872,,
sub-S200120,ses-01,,rest,temporal,m,m,124,-0.054889895021915436,0.9233866333961487,68.84470491721981,,
sub-S200120,ses-01,,rest,temporal,m,d,124,,0.8182181715965271,,0.6241772701261473,0.6239511015229537
sub-S200120,ses-01,,rest,temporal,m,e,124,,0.7450101971626282,,0.5259691641711798,0.5582581506889375
sub-S200120,ses-01,,rest,temporal,d,m,124,,0.8854940533638,,0.6241772701261473,0.6239511015229537
sub-S200120,ses-01,,rest,temporal,d,d,124,-0.1436757594347,0.7525911331176758,50.67881641036174,,
sub-S200120,ses-01,,rest,temporal,d,e,124,,0.7366428971290588,,0.5334212066697293,0.5463388669686239
sub-S200120,ses-01,,rest,temporal,e,m,124,,0.7443090081214905,,0.5259691641711798,0.5582581506889375
sub-S200120,ses-01,,rest,temporal,e,d,124,,0.7576727867126465,,0.5334212066697293,0.5463388669686239
sub-S200120,ses-01,,rest,temporal,e,e,124,-0.13509288430213928,0.6546687483787537,31.90659103530352,,
sub-S200121,ses-01,,cognitive_control,frontal,m,m,246,0.13110285997390747,0.9274528622627258,104.83444054107197,,
sub-S200121,ses-01,,cognitive_control,frontal,m,d,246,,0.8936413526535034,,0.6193456127628928,0.6179574164943616
sub-S200121,ses-01,,cognitive_control,frontal,m,e,246,,0.882132351398468,,0.5815025115477257,0.5899798381524007
sub-S200121,ses-01,,cognitive_control,frontal,d,m,246,,0.8000226616859436,,0.6193456127628928,0.6179574164943616
sub-S200121,ses-01,,cognitive_control,frontal,d,d,246,0.06559400260448456,0.8434092998504639,111.90672288664052,,
sub-S200121,ses-01,,cognitive_control,frontal,d,e,246,,0.8641201257705688,,0.5530349306273655,0.6030310066264184
sub-S200121,ses-01,,cognitive_control,frontal,e,m,246,,0.7308194637298584,,0.5815025115477257,0.5899798381524007
sub-S200121,ses-01,,cognitive_control,frontal,e,d,246,,0.7345529794692993,,0.5530349306273655,0.6030310066264184
sub-S200121,ses-01,,cognitive_control,frontal,e,e,246,0.10341602563858032,0.7372211813926697,54.831394546833195,,
sub-S200121,ses-01,,cognitive_control,central,m,m,246,-0.15317033231258392,0.8380020260810852,59.29451925099873,,
sub-S200121,ses-01,,cognitive_control,central,m,d,246,,0.7411359548568726,,0.7932640742205206,0.7752582224421813
sub-S200121,ses-01,,cognitive_control,central,m,e,246,,0.86603844165802,,0.649196202393438,0.6530049642334219
sub-S200121,ses-01,,cognitive_control,central,d,m,246,,1.346524953842163,,0.7932640742205206,0.7752582224421813
sub-S200121,ses-01,,cognitive_control,central,d,d,246,-0.08390916883945465,1.1171293258666992,61.64748894777454,,
sub-S200121,ses-01,,cognitive_control,central,d,e,246,,1.3607187271118164,,0.7871537507801759,0.790838360969649
sub-S200121,ses-01,,cognitive_control,central,e,m,246,,0.9074775576591492,,0.649196202393438,0.6530049642334219
sub-S200121,ses-01,,cognitive_control,central,e,d,246,,0.7097302675247192,,0.7871537507801759,0.790838360969649
sub-S200121,ses-01,,cognitive_control,central,e,e,246,-0.06262607872486115,0.7729160785675049,66.23015915907797,,
sub-S200121,ses-01,,cognitive_control,parietal_occipital,m,m,246,0.08232146501541138,1.0160468816757202,807.9453187330824,,
sub-S200121,ses-01,,cognitive_control,parietal_occipital,m,d,246,,0.9081344604492188,,0.696955706008145,0.7274430713570509
sub-S200121,ses-01,,cognitive_control,parietal_occipital,m,e,246,,0.9590618014335632,,0.602501310347045,0.6264948827809975
